english_sentence,source_name
The Queen smiled and passed on,Project Gutenberg - Alice in Wonderland
Who are you talking to,Project Gutenberg - Alice in Wonderland
"said the King, going up to Alice, andlooking at the Cats head with great curiosity",Project Gutenberg - Alice in Wonderland
"Its a friend of minea Cheshire Cat, said Alice: allow me tointroduce it",Project Gutenberg - Alice in Wonderland
"I dont like the look of it at all, said the King: however, it maykiss my hand if it likes",Project Gutenberg - Alice in Wonderland
"Id rather not, the Cat remarked",Project Gutenberg - Alice in Wonderland
"Dont be impertinent, said the King, and dont look at me likethat",Project Gutenberg - Alice in Wonderland
He got behind Alice as he spoke,Project Gutenberg - Alice in Wonderland
"A cat may look at a king, said Alice",Project Gutenberg - Alice in Wonderland
"Ive read that in some book,but I dont remember where",Project Gutenberg - Alice in Wonderland
"Well, it must be removed, said the King very decidedly, and he calledthe Queen, who was passing at the moment, My dear",Project Gutenberg - Alice in Wonderland
I wish you wouldhave this cat removed,Project Gutenberg - Alice in Wonderland
"The Queen had only one way of settling all difficulties, great orsmall",Project Gutenberg - Alice in Wonderland
Off with his head,Project Gutenberg - Alice in Wonderland
"she said, without even looking round",Project Gutenberg - Alice in Wonderland
"Ill fetch the executioner myself, said the King eagerly, and hehurried off",Project Gutenberg - Alice in Wonderland
"Alice thought she might as well go back, and see how the game was goingon, as she heard the Queens voice in the distance, screaming withpassion",Project Gutenberg - Alice in Wonderland
So she went in search of her hedgehog,Project Gutenberg - Alice in Wonderland
"So she tucked it away under her arm, that it might notescape again, and went back for a little more conversation with herfriend",Project Gutenberg - Alice in Wonderland
"The Kings argument was, that anything that had a head could bebeheaded, and that you werent to talk nonsense",Project Gutenberg - Alice in Wonderland
"The Queens argument was, that if something wasnt done about it inless than no time shed have everybody executed, all round",Project Gutenberg - Alice in Wonderland
It wasthis last remark that had made the whole party look so grave andanxious,Project Gutenberg - Alice in Wonderland
Alice could think of nothing else to say but It belongs to theDuchess: youd better ask her about it,Project Gutenberg - Alice in Wonderland
"Shes in prison, the Queen said to the executioner: fetch her here",Project Gutenberg - Alice in Wonderland
And the executioner went off like an arrow,Project Gutenberg - Alice in Wonderland
"The Mock Turtles StoryYou cant think how glad I am to see you again, you dear old thing",Project Gutenberg - Alice in Wonderland
"said the Duchess, as she tucked her arm affectionately into Alices,and they walked off together",Project Gutenberg - Alice in Wonderland
"When Im a Duchess, she said to herself, not in a very hopefultone though, I wont have any pepper in my kitchen at all",Project Gutenberg - Alice in Wonderland
"Youre thinkingabout something, my dear, and that makes you forget to talk",Project Gutenberg - Alice in Wonderland
"I canttell you just now what the moral of that is, but I shall remember it ina bit",Project Gutenberg - Alice in Wonderland
"Perhaps it hasnt one, Alice ventured to remark",Project Gutenberg - Alice in Wonderland
"Everythings got a moral, if onlyyou can find it",Project Gutenberg - Alice in Wonderland
And she squeezed herself up closer to Alices side asshe spoke,Project Gutenberg - Alice in Wonderland
"However, she did not like to be rude, so shebore it as well as she could",Project Gutenberg - Alice in Wonderland
"The games going on rather better now, she said, by way of keeping upthe conversation a little",Project Gutenberg - Alice in Wonderland
"Tis so, said the Duchess: and the moral of that isOh, tis love,tis love, that makes the world go round",Project Gutenberg - Alice in Wonderland
"Somebody said, Alice whispered, that its done by everybody mindingtheir own business",Project Gutenberg - Alice in Wonderland
How fond she is of finding morals in things,Project Gutenberg - Alice in Wonderland
"I dare say youre wondering why I dont put my arm round your waist,the Duchess said after a pause: the reason is, that Im doubtful aboutthe temper of your flamingo",Project Gutenberg - Alice in Wonderland
Shall I try the experiment,Project Gutenberg - Alice in Wonderland
"He might bite, Alice cautiously replied, not feeling at all anxiousto have the experiment tried",Project Gutenberg - Alice in Wonderland
"Very true, said the Duchess: flamingoes and mustard both bite",Project Gutenberg - Alice in Wonderland
Andthe moral of that isBirds of a feather flock together,Project Gutenberg - Alice in Wonderland
"Only mustard isnt a bird, Alice remarked",Project Gutenberg - Alice in Wonderland
"Right, as usual, said the Duchess: what a clear way you have ofputting things",Project Gutenberg - Alice in Wonderland
"Its a mineral, I think, said Alice",Project Gutenberg - Alice in Wonderland
"Of course it is, said the Duchess, who seemed ready to agree toeverything that Alice said; theres a large mustardmine near here",Project Gutenberg - Alice in Wonderland
"And the moral of that isThe more there is of mine, the less there isof yours",Project Gutenberg - Alice in Wonderland
"exclaimed Alice, who had not attended to this lastremark, its a vegetable",Project Gutenberg - Alice in Wonderland
"It doesnt look like one, but it is",Project Gutenberg - Alice in Wonderland
"I think I should understand that better, Alice said very politely,if I had it written down: but I cant quite follow it as you say it",Project Gutenberg - Alice in Wonderland
"Thats nothing to what I could say if I chose, the Duchess replied,in a pleased tone",Project Gutenberg - Alice in Wonderland
"Pray dont trouble yourself to say it any longer than that, saidAlice",Project Gutenberg - Alice in Wonderland
"Oh, dont talk about trouble",Project Gutenberg - Alice in Wonderland
I make you a presentof everything Ive said as yet,Project Gutenberg - Alice in Wonderland
A cheap sort of present,Project Gutenberg - Alice in Wonderland
Im glad they dont givebirthday presents like that,Project Gutenberg - Alice in Wonderland
But she did not venture to say it outloud,Project Gutenberg - Alice in Wonderland
"the Duchess asked, with another dig of her sharplittle chin",Project Gutenberg - Alice in Wonderland
"Ive a right to think, said Alice sharply, for she was beginning tofeel a little worried",Project Gutenberg - Alice in Wonderland
"Alice looked up, and there stood theQueen in front of them, with her arms folded, frowning like athunderstorm",Project Gutenberg - Alice in Wonderland
"A fine day, your Majesty",Project Gutenberg - Alice in Wonderland
"the Duchess began in a low, weak voice",Project Gutenberg - Alice in Wonderland
"Now, I give you fair warning, shouted the Queen, stamping on theground as she spoke; either you or your head must be off, and that inabout half no time",Project Gutenberg - Alice in Wonderland
"The Duchess took her choice, and was gone in a moment",Project Gutenberg - Alice in Wonderland
"Lets go on with the game, the Queen said to Alice; and Alice was toomuch frightened to say a word, but slowly followed her back to thecroquetground",Project Gutenberg - Alice in Wonderland
"All the time they were playing the Queen never left off quarrellingwith the other players, and shouting Off with his head",Project Gutenberg - Alice in Wonderland
or Off withher head,Project Gutenberg - Alice in Wonderland
"Then the Queen left off, quite out of breath, and said to Alice, Haveyou seen the Mock Turtle yet",Project Gutenberg - Alice in Wonderland
I dont even know what a Mock Turtle is,Project Gutenberg - Alice in Wonderland
"Its the thing Mock Turtle Soup is made from, said the Queen",Project Gutenberg - Alice in Wonderland
"I never saw one, or heard of one, said Alice",Project Gutenberg - Alice in Wonderland
"Come on, then, said the Queen, and he shall tell you his history",Project Gutenberg - Alice in Wonderland
"As they walked off together, Alice heard the King say in a low voice,to the company generally, You are all pardoned",Project Gutenberg - Alice in Wonderland
"Come, thats agood thing",Project Gutenberg - Alice in Wonderland
"she said to herself, for she had felt quite unhappy at thenumber of executions the Queen had ordered",Project Gutenberg - Alice in Wonderland
"They very soon came upon a Gryphon, lying fast asleep in the sun",Project Gutenberg - Alice in Wonderland
"Ifyou dont know what a Gryphon is, look at the picture",Project Gutenberg - Alice in Wonderland
"said the Queen, and take this young lady to see the MockTurtle, and to hear his history",Project Gutenberg - Alice in Wonderland
"I must go back and see after someexecutions I have ordered; and she walked off, leaving Alice alonewith the Gryphon",Project Gutenberg - Alice in Wonderland
The Gryphon sat up and rubbed its eyes: then it watched the Queen tillshe was out of sight: then it chuckled,Project Gutenberg - Alice in Wonderland
"said the Gryphon,half to itself, half to Alice",Project Gutenberg - Alice in Wonderland
What is the fun,Project Gutenberg - Alice in Wonderland
"Why, she, said the Gryphon",Project Gutenberg - Alice in Wonderland
"Its all her fancy, that: they neverexecutes nobody, you know",Project Gutenberg - Alice in Wonderland
Everybody says come on,Project Gutenberg - Alice in Wonderland
"here, thought Alice, as she went slowlyafter it: I never was so ordered about in all my life, never",Project Gutenberg - Alice in Wonderland
What is his sorrow,Project Gutenberg - Alice in Wonderland
"she asked the Gryphon, and theGryphon answered, very nearly in the same words as before, Its allhis fancy, that: he hasnt got no sorrow, you know",Project Gutenberg - Alice in Wonderland
"So they went up to the Mock Turtle, who looked at them with large eyesfull of tears, but said nothing",Project Gutenberg - Alice in Wonderland
"This here young lady, said the Gryphon, she wants for to know yourhistory, she do",Project Gutenberg - Alice in Wonderland
"Ill tell it her, said the Mock Turtle in a deep, hollow tone: sitdown, both of you, and dont speak a word till Ive finished",Project Gutenberg - Alice in Wonderland
"So they sat down, and nobody spoke for some minutes",Project Gutenberg - Alice in Wonderland
"Alice thought toherself, I dont see how he can ever finish, if he doesnt begin",Project Gutenberg - Alice in Wonderland
But she waited patiently,Project Gutenberg - Alice in Wonderland
"Once, said the Mock Turtle at last, with a deep sigh, I was a realTurtle",Project Gutenberg - Alice in Wonderland
"These words were followed by a very long silence, broken only by anoccasional exclamation of Hjckrrh",Project Gutenberg - Alice in Wonderland
"from the Gryphon, and the constantheavy sobbing of the Mock Turtle",Project Gutenberg - Alice in Wonderland
"When we were little, the Mock Turtle went on at last, more calmly,though still sobbing a little now and then, we went to school in thesea",Project Gutenberg - Alice in Wonderland
"The master was an old Turtlewe used to call him TortoiseWhy did you call him Tortoise, if he wasnt one",Project Gutenberg - Alice in Wonderland
"We called him Tortoise because he taught us, said the Mock Turtleangrily: really you are very dull",Project Gutenberg - Alice in Wonderland
"At last theGryphon said to the Mock Turtle, Drive on, old fellow",Project Gutenberg - Alice in Wonderland
Dont be allday about it,Project Gutenberg - Alice in Wonderland
"and he went on in these words:Yes, we went to school in the sea, though you maynt believe itI never said I didnt",Project Gutenberg - Alice in Wonderland
"You did, said the Mock Turtle",Project Gutenberg - Alice in Wonderland
"added the Gryphon, before Alice could speak again",Project Gutenberg - Alice in Wonderland
The Mock Turtle went on,Project Gutenberg - Alice in Wonderland
"We had the best of educationsin fact, we went to school every dayIve been to a dayschool, too, said Alice; you neednt be soproud as all that",Project Gutenberg - Alice in Wonderland
asked the Mock Turtle a little anxiously,Project Gutenberg - Alice in Wonderland
"Yes, said Alice, we learned French and music",Project Gutenberg - Alice in Wonderland
said the Mock Turtle,Project Gutenberg - Alice in Wonderland
"then yours wasnt a really good school, said the Mock Turtle in atone of great relief",Project Gutenberg - Alice in Wonderland
"Now at ours they had at the end of the bill,French, music, and washingextra",Project Gutenberg - Alice in Wonderland
"You couldnt have wanted it much, said Alice; living at the bottomof the sea",Project Gutenberg - Alice in Wonderland
I couldnt afford to learn it,Project Gutenberg - Alice in Wonderland
said the Mock Turtle with a sigh,Project Gutenberg - Alice in Wonderland
Ionly took the regular course,Project Gutenberg - Alice in Wonderland
"Reeling and Writhing, of course, to begin with, the Mock Turtlereplied; and then the different branches of ArithmeticAmbition,Distraction, Uglification, and Derision",Project Gutenberg - Alice in Wonderland
"I never heard of Uglification, Alice ventured to say",Project Gutenberg - Alice in Wonderland
The Gryphon lifted up both its paws in surprise,Project Gutenberg - Alice in Wonderland
"You know what to beautify is, I suppose",Project Gutenberg - Alice in Wonderland
"Yes, said Alice doubtfully: it meanstomakeanythingprettier",Project Gutenberg - Alice in Wonderland
"Well, then, the Gryphon went on, if you dont know what to uglifyis, you are a simpleton",Project Gutenberg - Alice in Wonderland
"Alice did not feel encouraged to ask any more questions about it, soshe turned to the Mock Turtle, and said What else had you to learn",Project Gutenberg - Alice in Wonderland
What was that like,Project Gutenberg - Alice in Wonderland
"Well, I cant show it you myself, the Mock Turtle said: Im toostiff",Project Gutenberg - Alice in Wonderland
And the Gryphon never learnt it,Project Gutenberg - Alice in Wonderland
"Hadnt time, said the Gryphon: I went to the Classics master,though",Project Gutenberg - Alice in Wonderland
"He was an old crab, he was",Project Gutenberg - Alice in Wonderland
"I never went to him, the Mock Turtle said with a sigh: he taughtLaughing and Grief, they used to say",Project Gutenberg - Alice in Wonderland
"So he did, so he did, said the Gryphon, sighing in his turn; and bothcreatures hid their faces in their paws",Project Gutenberg - Alice in Wonderland
And how many hours a day did you do lessons,Project Gutenberg - Alice in Wonderland
"said Alice, in a hurryto change the subject",Project Gutenberg - Alice in Wonderland
"Ten hours the first day, said the Mock Turtle: nine the next, and soon",Project Gutenberg - Alice in Wonderland
What a curious plan,Project Gutenberg - Alice in Wonderland
"Thats the reason theyre called lessons, the Gryphon remarked:because they lessen from day to day",Project Gutenberg - Alice in Wonderland
"This was quite a new idea to Alice, and she thought it over a littlebefore she made her next remark",Project Gutenberg - Alice in Wonderland
Then the eleventh day must have beena holiday,Project Gutenberg - Alice in Wonderland
"Of course it was, said the Mock Turtle",Project Gutenberg - Alice in Wonderland
And how did you manage on the twelfth,Project Gutenberg - Alice in Wonderland
Alice went on eagerly,Project Gutenberg - Alice in Wonderland
"Thats enough about lessons, the Gryphon interrupted in a verydecided tone: tell her something about the games now",Project Gutenberg - Alice in Wonderland
"The Lobster QuadrilleThe Mock Turtle sighed deeply, and drew the back of one flapper acrosshis eyes",Project Gutenberg - Alice in Wonderland
"He looked at Alice, and tried to speak, but for a minute ortwo sobs choked his voice",Project Gutenberg - Alice in Wonderland
"Same as if he had a bone in his throat,said the Gryphon: and it set to work shaking him and punching him inthe back",Project Gutenberg - Alice in Wonderland
"No, indeed, said Alice",Project Gutenberg - Alice in Wonderland
What sort of a dance is it,Project Gutenberg - Alice in Wonderland
"Why, said the Gryphon, you first form into a line along theseashoreTwo lines",Project Gutenberg - Alice in Wonderland
cried the Mock Turtle,Project Gutenberg - Alice in Wonderland
"Seals, turtles, salmon, and so on;then, when youve cleared all the jellyfish out of the wayThat generally takes some time, interrupted the Gryphon",Project Gutenberg - Alice in Wonderland
you advance twiceEach with a lobster as a partner,Project Gutenberg - Alice in Wonderland
"Of course, the Mock Turtle said: advance twice, set to partnerschange lobsters, and retire in same order, continued the Gryphon",Project Gutenberg - Alice in Wonderland
"Then, you know, the Mock Turtle went on, you throw theThe lobsters",Project Gutenberg - Alice in Wonderland
"shouted the Gryphon, with a bound into the air",Project Gutenberg - Alice in Wonderland
as far out to sea as you canSwim after them,Project Gutenberg - Alice in Wonderland
Turn a somersault in the sea,Project Gutenberg - Alice in Wonderland
"cried the Mock Turtle, capering wildlyabout",Project Gutenberg - Alice in Wonderland
yelled the Gryphon at the top of its voice,Project Gutenberg - Alice in Wonderland
"It must be a very pretty dance, said Alice timidly",Project Gutenberg - Alice in Wonderland
Would you like to see a little of it,Project Gutenberg - Alice in Wonderland
"Very much indeed, said Alice",Project Gutenberg - Alice in Wonderland
"Come, lets try the first figure",Project Gutenberg - Alice in Wonderland
said the Mock Turtle to theGryphon,Project Gutenberg - Alice in Wonderland
"We can do without lobsters, you know",Project Gutenberg - Alice in Wonderland
"Oh, you sing, said the Gryphon",Project Gutenberg - Alice in Wonderland
Ive forgotten the words,Project Gutenberg - Alice in Wonderland
said a whiting to a snail,Project Gutenberg - Alice in Wonderland
"Theres a porpoise close behind us, and hes treading on my tail",Project Gutenberg - Alice in Wonderland
See how eagerly the lobsters and the turtles all advance,Project Gutenberg - Alice in Wonderland
They are waiting on the shinglewill you come and join the dance,Project Gutenberg - Alice in Wonderland
"Will you, wont you, will you, wont you, will you join the dance",Project Gutenberg - Alice in Wonderland
"Will you, wont you, will you, wont you, wont you join the dance",Project Gutenberg - Alice in Wonderland
"You can really have no notion how delightful it will beWhen they take us up and throw us, with the lobsters, out to sea",Project Gutenberg - Alice in Wonderland
"But the snail replied Too far, too far",Project Gutenberg - Alice in Wonderland
"and gave a look askanceSaid he thanked the whiting kindly, but he would not join the dance",Project Gutenberg - Alice in Wonderland
"Would not, could not, would not, could not, would not join the dance",Project Gutenberg - Alice in Wonderland
"Would not, could not, would not, could not, could not join the dance",Project Gutenberg - Alice in Wonderland
What matters it how far we go,Project Gutenberg - Alice in Wonderland
his scaly friend replied,Project Gutenberg - Alice in Wonderland
"There is another shore, you know, upon the other side",Project Gutenberg - Alice in Wonderland
"The further off from England the nearer is to FranceThen turn not pale, beloved snail, but come and join the dance",Project Gutenberg - Alice in Wonderland
"Thank you, its a very interesting dance to watch, said Alice,feeling very glad that it was over at last: and I do so like thatcurious song about the whiting",Project Gutenberg - Alice in Wonderland
"Oh, as to the whiting, said the Mock Turtle, theyyouve seen them,of course",Project Gutenberg - Alice in Wonderland
"Yes, said Alice, Ive often seen them at dinn she checked herselfhastily",Project Gutenberg - Alice in Wonderland
"I dont know where Dinn may be, said the Mock Turtle, but if youveseen them so often, of course you know what theyre like",Project Gutenberg - Alice in Wonderland
"I believe so, Alice replied thoughtfully",Project Gutenberg - Alice in Wonderland
They have their tails intheir mouthsand theyre all over crumbs,Project Gutenberg - Alice in Wonderland
"Youre wrong about the crumbs, said the Mock Turtle: crumbs wouldall wash off in the sea",Project Gutenberg - Alice in Wonderland
But they have their tails in their mouths;and the reason is here the Mock Turtle yawned and shut hiseyes,Project Gutenberg - Alice in Wonderland
"Tell her about the reason and all that, he said to the Gryphon",Project Gutenberg - Alice in Wonderland
"The reason is, said the Gryphon, that they would go with thelobsters to the dance",Project Gutenberg - Alice in Wonderland
So they got thrown out to sea,Project Gutenberg - Alice in Wonderland
So they had tofall a long way,Project Gutenberg - Alice in Wonderland
So they got their tails fast in their mouths,Project Gutenberg - Alice in Wonderland
So theycouldnt get them out again,Project Gutenberg - Alice in Wonderland
"Thank you, said Alice, its very interesting",Project Gutenberg - Alice in Wonderland
I never knew so muchabout a whiting before,Project Gutenberg - Alice in Wonderland
"I can tell you more than that, if you like, said the Gryphon",Project Gutenberg - Alice in Wonderland
Do youknow why its called a whiting,Project Gutenberg - Alice in Wonderland
"I never thought about it, said Alice",Project Gutenberg - Alice in Wonderland
"It does the boots and shoes, the Gryphon replied very solemnly",Project Gutenberg - Alice in Wonderland
Alice was thoroughly puzzled,Project Gutenberg - Alice in Wonderland
Does the boots and shoes,Project Gutenberg - Alice in Wonderland
she repeatedin a wondering tone,Project Gutenberg - Alice in Wonderland
"Why, what are your shoes done with",Project Gutenberg - Alice in Wonderland
"I mean, whatmakes them so shiny",Project Gutenberg - Alice in Wonderland
"Alice looked down at them, and considered a little before she gave heranswer",Project Gutenberg - Alice in Wonderland
"Theyre done with blacking, I believe",Project Gutenberg - Alice in Wonderland
"Boots and shoes under the sea, the Gryphon went on in a deep voice,are done with a whiting",Project Gutenberg - Alice in Wonderland
And what are they made of,Project Gutenberg - Alice in Wonderland
Alice asked in a tone of great curiosity,Project Gutenberg - Alice in Wonderland
"Soles and eels, of course, the Gryphon replied rather impatiently:any shrimp could have told you that",Project Gutenberg - Alice in Wonderland
"If Id been the whiting, said Alice, whose thoughts were stillrunning on the song, Id have said to the porpoise, Keep back,please: we dont want you with us",Project Gutenberg - Alice in Wonderland
"They were obliged to have him with them, the Mock Turtle said: nowise fish would go anywhere without a porpoise",Project Gutenberg - Alice in Wonderland
said Alice in a tone of great surprise,Project Gutenberg - Alice in Wonderland
"Of course not, said the Mock Turtle: why, if a fish came to me,and told me he was going a journey, I should say With what porpoise",Project Gutenberg - Alice in Wonderland
Dont you mean purpose,Project Gutenberg - Alice in Wonderland
"I mean what I say, the Mock Turtle replied in an offended tone",Project Gutenberg - Alice in Wonderland
"Andthe Gryphon added Come, lets hear some of your adventures",Project Gutenberg - Alice in Wonderland
"I could tell you my adventuresbeginning from this morning, saidAlice a little timidly: but its no use going back to yesterday,because I was a different person then",Project Gutenberg - Alice in Wonderland
"Explain all that, said the Mock Turtle",Project Gutenberg - Alice in Wonderland
"The adventures first, said the Gryphon in an impatient tone:explanations take such a dreadful time",Project Gutenberg - Alice in Wonderland
So Alice began telling them her adventures from the time when she firstsaw the White Rabbit,Project Gutenberg - Alice in Wonderland
"Its all about as curious as it can be, said the Gryphon",Project Gutenberg - Alice in Wonderland
It all came different,Project Gutenberg - Alice in Wonderland
the Mock Turtle repeated thoughtfully,Project Gutenberg - Alice in Wonderland
Ishould like to hear her try and repeat something now,Project Gutenberg - Alice in Wonderland
He looked at the Gryphon as if he thought it had some kind ofauthority over Alice,Project Gutenberg - Alice in Wonderland
"Stand up and repeat Tis the voice of the sluggard, said theGryphon",Project Gutenberg - Alice in Wonderland
"How the creatures order one about, and make one repeat lessons",Project Gutenberg - Alice in Wonderland
thought Alice; I might as well be at school at once,Project Gutenberg - Alice in Wonderland
"As a duck with its eyelids, so he with his noseTrims his belt and his buttons, and turns out his toes",Project Gutenberg - Alice in Wonderland
"Thats different from what I used to say when I was a child, saidthe Gryphon",Project Gutenberg - Alice in Wonderland
"Well, I never heard it before, said the Mock Turtle; but it soundsuncommon nonsense",Project Gutenberg - Alice in Wonderland
"Alice said nothing; she had sat down with her face in her hands,wondering if anything would ever happen in a natural way again",Project Gutenberg - Alice in Wonderland
"I should like to have it explained, said the Mock Turtle",Project Gutenberg - Alice in Wonderland
"She cant explain it, said the Gryphon hastily",Project Gutenberg - Alice in Wonderland
Go on with the nextverse,Project Gutenberg - Alice in Wonderland
But about his toes,Project Gutenberg - Alice in Wonderland
the Mock Turtle persisted,Project Gutenberg - Alice in Wonderland
"How could he turnthem out with his nose, you know",Project Gutenberg - Alice in Wonderland
Its the first position in dancing,Project Gutenberg - Alice in Wonderland
"Alice said; but was dreadfullypuzzled by the whole thing, and longed to change the subject",Project Gutenberg - Alice in Wonderland
"Go on with the next verse, the Gryphon repeated impatiently: itbegins I passed by his garden",Project Gutenberg - Alice in Wonderland
Its by far themost confusing thing I ever heard,Project Gutenberg - Alice in Wonderland
"Yes, I think youd better leave off, said the Gryphon: and Alice wasonly too glad to do so",Project Gutenberg - Alice in Wonderland
Shall we try another figure of the Lobster Quadrille,Project Gutenberg - Alice in Wonderland
Or would you like the Mock Turtle to sing you a song,Project Gutenberg - Alice in Wonderland
"Oh, a song, please, if the Mock Turtle would be so kind, Alicereplied, so eagerly that the Gryphon said, in a rather offended tone,Hm",Project Gutenberg - Alice in Wonderland
No accounting for tastes,Project Gutenberg - Alice in Wonderland
"Sing her Turtle Soup, will you, oldfellow",Project Gutenberg - Alice in Wonderland
"The Mock Turtle sighed deeply, and began, in a voice sometimes chokedwith sobs, to sing this:Beautiful Soup, so rich and green,Waiting in a hot tureen",Project Gutenberg - Alice in Wonderland
Who for such dainties would not stoop,Project Gutenberg - Alice in Wonderland
"Soup of the evening, beautiful Soup",Project Gutenberg - Alice in Wonderland
"Soooop of the eeevening, Beautiful, beautiful Soup",Project Gutenberg - Alice in Wonderland
"Who cares for fish,Game, or any other dish",Project Gutenberg - Alice in Wonderland
Who would not give all else for two pennyworth only of beautiful Soup,Project Gutenberg - Alice in Wonderland
Pennyworth only of beautiful Soup,Project Gutenberg - Alice in Wonderland
"Soooop of the eeevening, Beautiful, beautiFUL SOUP",Project Gutenberg - Alice in Wonderland
"cried the Gryphon, and the Mock Turtle had just begunto repeat it, when a cry of The trials beginning",Project Gutenberg - Alice in Wonderland
was heard in thedistance,Project Gutenberg - Alice in Wonderland
"cried the Gryphon, and, taking Alice by the hand, it hurriedoff, without waiting for the end of the song",Project Gutenberg - Alice in Wonderland
What trial is it,Project Gutenberg - Alice in Wonderland
Alice panted as she ran; but the Gryphon onlyanswered Come on,Project Gutenberg - Alice in Wonderland
"and ran the faster, while more and more faintlycame, carried on the breeze that followed them, the melancholy words:Soooop of the eeevening, Beautiful, beautiful Soup",Project Gutenberg - Alice in Wonderland
"But there seemed to be no chance of this, so she began looking ateverything about her, to pass away the time",Project Gutenberg - Alice in Wonderland
"Thats the judge, she said toherself, because of his great wig",Project Gutenberg - Alice in Wonderland
"However, jurymenwould have done just as well",Project Gutenberg - Alice in Wonderland
The twelve jurors were all writing very busily on slates,Project Gutenberg - Alice in Wonderland
Alice whispered to the Gryphon,Project Gutenberg - Alice in Wonderland
"They cant have anythingto put down yet, before the trials begun",Project Gutenberg - Alice in Wonderland
"Theyre putting down their names, the Gryphon whispered in reply,for fear they should forget them before the end of the trial",Project Gutenberg - Alice in Wonderland
"Alice began in a loud, indignant voice, but shestopped hastily, for the White Rabbit cried out, Silence in thecourt",Project Gutenberg - Alice in Wonderland
"and the King put on his spectacles and looked anxiously round,to make out who was talking",Project Gutenberg - Alice in Wonderland
"Alice could see, as well as if she were looking over their shoulders,that all the jurors were writing down stupid things",Project Gutenberg - Alice in Wonderland
"on their slates,and she could even make out that one of them didnt know how to spellstupid, and that he had to ask his neighbour to tell him",Project Gutenberg - Alice in Wonderland
A nicemuddle their slatesll be in before the trials over,Project Gutenberg - Alice in Wonderland
One of the jurors had a pencil that squeaked,Project Gutenberg - Alice in Wonderland
"This of course, Alicecould not stand, and she went round the court and got behind him, andvery soon found an opportunity of taking it away",Project Gutenberg - Alice in Wonderland
"Herald, read the accusation",Project Gutenberg - Alice in Wonderland
"Consider your verdict, the King said to the jury",Project Gutenberg - Alice in Wonderland
"Not yet, not yet",Project Gutenberg - Alice in Wonderland
the Rabbit hastily interrupted,Project Gutenberg - Alice in Wonderland
Theres a greatdeal to come before that,Project Gutenberg - Alice in Wonderland
"Call the first witness, said the King; and the White Rabbit blewthree blasts on the trumpet, and called out, First witness",Project Gutenberg - Alice in Wonderland
The first witness was the Hatter,Project Gutenberg - Alice in Wonderland
He came in with a teacup in one handand a piece of breadandbutter in the other,Project Gutenberg - Alice in Wonderland
"I beg pardon, yourMajesty, he began, for bringing these in: but I hadnt quite finishedmy tea when I was sent for",Project Gutenberg - Alice in Wonderland
"You ought to have finished, said the King",Project Gutenberg - Alice in Wonderland
When did you begin,Project Gutenberg - Alice in Wonderland
"The Hatter looked at the March Hare, who had followed him into thecourt, arminarm with the Dormouse",Project Gutenberg - Alice in Wonderland
"Fourteenth of March, I think itwas, he said",Project Gutenberg - Alice in Wonderland
"Fifteenth, said the March Hare",Project Gutenberg - Alice in Wonderland
"Sixteenth, added the Dormouse",Project Gutenberg - Alice in Wonderland
"Take off your hat, the King said to the Hatter",Project Gutenberg - Alice in Wonderland
"It isnt mine, said the Hatter",Project Gutenberg - Alice in Wonderland
"the King exclaimed, turning to the jury, who instantly madea memorandum of the fact",Project Gutenberg - Alice in Wonderland
"I keep them to sell, the Hatter added as an explanation; Ive noneof my own",Project Gutenberg - Alice in Wonderland
"Here the Queen put on her spectacles, and began staring at the Hatter,who turned pale and fidgeted",Project Gutenberg - Alice in Wonderland
"Give your evidence, said the King; and dont be nervous, or Illhave you executed on the spot",Project Gutenberg - Alice in Wonderland
"I wish you wouldnt squeeze so, said the Dormouse, who was sittingnext to her",Project Gutenberg - Alice in Wonderland
I can hardly breathe,Project Gutenberg - Alice in Wonderland
"I cant help it, said Alice very meekly: Im growing",Project Gutenberg - Alice in Wonderland
"Youve no right to grow here, said the Dormouse",Project Gutenberg - Alice in Wonderland
"Dont talk nonsense, said Alice more boldly: you know youre growingtoo",Project Gutenberg - Alice in Wonderland
"Yes, but I grow at a reasonable pace, said the Dormouse: not inthat ridiculous fashion",Project Gutenberg - Alice in Wonderland
And he got up very sulkily and crossed overto the other side of the court,Project Gutenberg - Alice in Wonderland
"on which the wretched Hatter trembled so, that he shook both his shoesoff",Project Gutenberg - Alice in Wonderland
"Give your evidence, the King repeated angrily, or Ill have youexecuted, whether youre nervous or not",Project Gutenberg - Alice in Wonderland
"It began with the tea, the Hatter replied",Project Gutenberg - Alice in Wonderland
Of course twinkling begins with a T,Project Gutenberg - Alice in Wonderland
said the King sharply,Project Gutenberg - Alice in Wonderland
Do youtake me for a dunce,Project Gutenberg - Alice in Wonderland
"Im a poor man, the Hatter went on, and most things twinkled afterthatonly the March Hare saidI didnt",Project Gutenberg - Alice in Wonderland
the March Hare interrupted in a great hurry,Project Gutenberg - Alice in Wonderland
"He denies it, said the King: leave out that part",Project Gutenberg - Alice in Wonderland
"Well, at any rate, the Dormouse said the Hatter went on, lookinganxiously round to see if he would deny it too: but the Dormouse deniednothing, being fast asleep",Project Gutenberg - Alice in Wonderland
"After that, continued the Hatter, I cut some more breadandbutterBut what did the Dormouse say",Project Gutenberg - Alice in Wonderland
one of the jury asked,Project Gutenberg - Alice in Wonderland
